HouseID,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,house_value
1973,-120.76,38.6,14,2925,625,1226,437,133800
1974,-120.66,38.61,19,2715,596,1301,473,126400
1975,-120.72,38.57,8,892,185,427,164,118800
1976,-120.59,38.53,15,432,87,208,73,100000
1977,-120.44,38.61,9,2598,548,796,297,98000
1978,-120.32,38.71,13,1115,255,86,32,115600
1979,-120.08,38.8,34,1988,511,36,15,162500
1980,-120.88,38.58,8,3417,604,1703,623,170700
1981,-120.84,38.63,12,1313,231,731,232,208300
1982,-120.81,38.67,14,8396,1578,3952,1474,118800
1983,-120.76,38.65,17,2319,430,1126,372,155900
1984,-120.85,38.69,18,5928,1097,2697,1096,141400
1985,-120.79,38.7,13,5036,1034,2243,923,138500
1986,-119.81,36.73,51,956,196,662,180,56700
1987,-119.81,36.73,47,1314,416,1155,326,49600
1988,-119.81,36.74,36,607,155,483,146,47500
1989,-119.79,36.73,52,112,28,193,40,47500
1990,-119.8,36.73,45,925,231,797,228,44800
1991,-119.8,36.72,43,1286,360,972,345,50400
1992,-119.81,36.72,46,1414,268,902,243,56700
1993,-119.81,36.73,50,772,194,606,167,59200
1994,-119.77,36.73,44,1960,393,1286,381,53000
1995,-119.77,36.72,43,1763,389,1623,390,47700
1996,-119.78,36.73,52,1377,319,1280,259,43300
1997,-119.77,36.73,45,1081,241,821,230,52600
1998,-119.77,36.75,39,1287,332,1386,306,46900
1999,-119.77,36.74,20,1855,519,1091,443,93900
2000,-119.78,36.74,15,1461,415,924,356,90300
2001,-119.78,36.75,35,2114,506,2050,474,50000
2002,-119.78,36.75,31,1404,379,1515,387,56400
2003,-119.79,36.74,35,853,296,1228,289,39600
2004,-119.79,36.74,52,173,87,401,84,75000
2005,-119.8,36.74,25,1717,542,1343,471,51800
2006,-119.8,36.75,41,1659,466,1391,447,61200
2007,-119.79,36.75,33,3161,934,3530,846,46700
2008,-119.82,36.74,52,610,128,406,122,43800
2009,-119.82,36.72,25,2581,528,1642,509,52600
2010,-119.82,36.72,17,1276,242,927,238,54100
2011,-119.83,36.73,21,1702,358,1347,316,62100
2012,-119.83,36.72,28,60,10,46,13,67500
2013,-119.83,36.71,43,355,81,233,75,73900
2014,-119.79,36.72,19,1719,391,1369,368,53000
2015,-119.8,36.71,29,1541,291,1007,313,53500
2016,-119.81,36.71,25,1026,221,789,183,52800
2017,-119.8,36.72,19,1334,336,1171,319,48500
2018,-119.8,36.72,15,1908,417,1383,375,57800
2019,-119.79,36.7,23,1731,363,1210,341,49500
2020,-119.8,36.7,28,1592,304,962,282,51300
2021,-119.81,36.7,52,314,57,178,66,52500
2022,-119.78,36.72,22,354,121,530,115,34400
2023,-119.79,36.72,41,1562,322,927,277,44100
2024,-119.78,36.71,35,1987,394,1233,383,45300
2025,-119.74,36.71,17,5872,1250,5034,1224,61800
2026,-119.76,36.71,29,1745,441,1530,391,44400
2027,-119.76,36.72,24,1240,265,1035,232,60600
2028,-119.75,36.71,38,1481,,1543,372,49800
2029,-119.74,36.73,34,1254,272,1056,279,50800
2030,-119.74,36.72,25,3972,842,2863,729,58500
2031,-119.75,36.72,22,3247,859,4179,881,60800
2032,-119.76,36.73,46,1347,282,854,267,52600
2033,-119.76,36.73,39,1553,363,1449,341,45500
2034,-119.75,36.73,39,2290,539,1685,536,52100
2035,-119.74,36.73,42,1236,272,946,261,50000
2036,-119.69,36.75,6,1926,303,965,316,93100
2037,-119.67,36.74,19,2788,614,1365,525,120300
2038,-119.69,36.74,17,2438,598,1563,538,62500
2039,-119.69,36.75,13,2343,409,1347,405,93100
2040,-119.67,36.73,27,2845,417,1219,460,117900
2041,-119.69,36.73,30,2437,349,1005,380,171700
2042,-119.69,36.74,23,2097,385,911,405,121600
2043,-119.69,36.71,25,556,79,249,71,108300
2044,-119.67,36.72,31,843,140,453,149,153800
2045,-119.73,36.73,7,2461,647,1587,551,225000
2046,-119.72,36.73,9,1914,491,1116,424,65900
2047,-119.72,36.72,15,1713,246,766,232,127200
2048,-119.73,36.72,26,2645,1005,1660,991,89500
2049,-119.73,36.73,9,1621,428,678,394,54200
2050,-119.71,36.73,19,3972,585,1586,560,151400
2051,-119.72,36.71,7,2456,463,1350,424,91600
2052,-119.73,36.72,15,2246,456,1190,403,70400
2053,-119.73,36.68,32,755,205,681,207,49300
2054,-119.69,36.69,36,1432,269,836,237,88300
2055,-119.76,36.68,29,1243,312,836,277,74200
2056,-119.67,36.65,20,2512,449,1464,450,92300
2057,-119.63,36.64,33,1036,181,620,174,110400
2058,-119.65,36.62,6,1931,422,1344,414,58000
2059,-119.68,36.63,39,1237,256,638,239,65300
2060,-119.74,36.65,19,2546,463,1257,418,89500
2061,-119.68,36.62,31,834,229,616,211,61200
2062,-119.73,36.62,35,2080,365,1026,333,92800
2063,-119.73,36.59,31,1551,296,1058,287,92600
2064,-119.8,36.68,31,2214,432,1326,416,66700
2065,-119.78,36.65,27,1226,240,706,211,68400
2066,-119.82,36.64,30,1694,312,1008,321,96000
2067,-119.8,36.65,34,2263,423,1184,407,74200
2068,-119.89,36.73,43,524,93,302,93,81300
2069,-119.87,36.72,30,1584,316,984,300,67900
2070,-119.89,36.7,32,1485,269,867,271,78300
2071,-119.85,36.74,35,1191,190,537,182,96700
2072,-119.84,36.77,6,1853,473,1397,417,72000
2073,-119.83,36.76,15,3291,772,1738,634,67300
2074,-119.82,36.75,41,1022,209,741,213,48800
2075,-119.84,36.75,34,1186,300,774,271,57100
2076,-119.83,36.75,33,662,183,607,181,55600
2077,-119.81,36.76,48,2059,388,834,405,67900
2078,-119.81,36.76,51,2419,486,1284,426,54200
2079,-119.81,36.75,52,1827,356,855,353,55100
2080,-119.82,36.76,41,1973,399,1107,375,66900
2081,-119.82,36.76,46,2194,563,924,542,68500
2082,-119.8,36.76,52,1853,437,764,390,69200
2083,-119.8,36.75,52,1788,449,1156,418,58400
2084,-119.81,36.76,52,1792,352,1049,357,57100
2085,-119.8,36.76,52,2224,418,832,406,78400
2086,-119.79,36.76,52,1185,260,635,239,56100
2087,-119.79,36.75,52,377,97,530,96,45000
2088,-119.8,36.75,46,2625,593,1368,551,59000
2089,-119.79,36.76,52,2408,498,1361,465,61300
2090,-119.78,36.76,47,1425,323,949,325,51300
2091,-119.78,36.75,49,1175,307,982,278,52000
2092,-119.78,36.75,43,2070,512,1925,444,46600
2093,-119.78,36.76,50,1343,322,1063,342,49800
2094,-119.76,36.76,23,3800,1003,3786,917,50600
2095,-119.76,36.75,35,1607,383,1407,382,53400
2096,-119.76,36.75,41,1576,417,1567,366,45500
2097,-119.77,36.76,40,2009,519,2219,505,49100
2098,-119.77,36.76,43,1623,294,781,272,56000
2099,-119.77,36.76,43,1945,413,1492,422,54600
2100,-119.76,36.75,35,2347,526,1676,481,49400
2101,-119.76,36.74,52,2137,448,1194,444,69100
2102,-119.77,36.74,50,1325,280,811,281,62800
2103,-119.77,36.74,51,1454,235,729,252,70100
2104,-119.77,36.75,44,1818,412,1680,418,48300
2105,-119.76,36.75,39,2233,563,2031,491,50800
2106,-119.74,36.75,47,2236,418,1042,397,59600
2107,-119.74,36.74,39,4893,1210,4749,1067,55600
2108,-119.75,36.74,39,1740,351,1098,347,51300
2109,-119.75,36.75,50,1515,294,852,297,54200
2110,-119.75,36.75,49,2331,460,1290,477,55400
2111,-119.74,36.76,42,2093,470,1621,438,58700
2112,-119.74,36.76,36,912,216,842,219,52800
2113,-119.75,36.76,29,2077,524,1887,489,59800
2114,-119.75,36.76,32,2072,497,2002,470,44500
2115,-119.72,36.76,23,6403,,3573,1260,69000
2116,-119.72,36.75,11,4832,993,2190,888,74700
2117,-119.73,36.76,30,1548,282,886,311,71300
2118,-119.72,36.75,27,1691,282,869,337,86900
2119,-119.73,36.74,14,6202,1551,5561,1435,64700
2120,-119.73,36.75,39,1745,321,901,303,67900
2121,-119.7,36.75,11,3626,779,1819,731,87500
2122,-119.71,36.74,18,8099,1670,4476,1514,88300
2123,-119.71,36.76,28,2675,527,1392,521,72000
2124,-119.7,36.8,34,1768,303,888,314,87700
2125,-119.71,36.79,34,1891,323,966,355,82000
2126,-119.71,36.77,11,5112,1384,2487,1243,75900
2127,-119.73,36.8,15,2376,538,1197,510,74600
2128,-119.72,36.8,16,2396,526,1338,518,78800
2129,-119.72,36.8,15,3045,689,1340,588,85700
2130,-119.71,36.8,17,2056,366,1259,367,84700
2131,-119.71,36.8,17,1415,267,861,293,81400
2132,-119.71,36.81,9,1122,290,662,284,55000
2133,-119.7,36.8,31,1746,321,1186,360,66400
2134,-119.71,36.8,25,875,156,646,166,72800
2135,-119.72,36.8,23,2128,442,1047,450,71500
2136,-119.73,36.8,24,1316,249,781,260,69200
2137,-119.72,36.81,15,2175,564,1194,482,87500
2138,-119.73,36.77,24,4410,939,2362,862,73000
2139,-119.74,36.77,30,2427,482,1375,518,76900
2140,-119.75,36.77,32,1962,399,1005,392,70400
2141,-119.75,36.78,35,1129,220,474,242,74300
2142,-119.75,36.78,33,1145,197,508,198,81300
2143,-119.74,36.78,27,4049,947,2254,882,70700
2144,-119.76,36.77,36,2507,466,1227,474,72300
2145,-119.76,36.77,38,3804,814,2142,816,60200
2146,-119.77,36.77,38,3065,658,1441,625,64700
2147,-119.77,36.78,36,3616,779,1994,786,67300
2148,-119.77,36.78,40,1411,284,609,296,67700
2149,-119.77,36.77,29,2554,705,2669,655,61900
2150,-119.78,36.77,45,1315,256,666,240,58100
2151,-119.78,36.78,37,2185,455,1143,438,70700
2152,-119.79,36.77,30,1610,410,1000,397,60200
2153,-119.8,36.77,52,2964,512,1114,486,87600
2154,-119.8,36.78,50,1818,374,737,338,73000
2155,-119.79,36.78,41,2227,462,1129,415,59100
2156,-119.79,36.77,43,2323,502,1144,471,58700
2157,-119.81,36.78,52,2281,371,839,367,89900
2158,-119.81,36.77,49,1749,314,705,300,72200
2159,-119.81,36.77,48,1805,329,741,331,78900
2160,-119.81,36.77,43,2341,395,890,375,85000
2161,-119.81,36.78,37,1965,364,796,335,83400
2162,-119.82,36.78,36,1370,289,812,282,69600
2163,-119.82,36.77,41,1441,274,646,296,71300
2164,-119.82,36.77,36,2252,468,1117,442,65600
2165,-119.83,36.77,32,2867,615,1705,570,68100
2166,-119.83,36.77,23,2168,503,1190,425,71600
2167,-119.83,36.78,30,3162,640,1660,639,80300
2168,-119.87,36.79,8,2875,548,1718,551,80200
2169,-119.87,36.79,7,1932,419,1014,389,76700
2170,-119.89,36.79,5,3821,705,2179,694,80400
2171,-119.87,36.78,4,6102,1114,3406,1115,84500
2172,-119.85,36.78,8,3096,684,1454,545,79700
2173,-119.86,36.78,7,2232,490,1274,499,74700
2174,-119.85,36.77,9,1142,314,620,283,81300
2175,-119.85,36.77,27,1510,344,847,295,83200
2176,-119.85,36.76,10,2067,450,845,354,80100
2177,-119.85,36.75,24,1143,245,608,240,81100
2178,-119.87,36.76,34,1649,323,919,316,74500
2179,-119.9,36.79,22,1970,332,1066,319,106100
2180,-119.89,36.76,17,1987,335,1152,313,126400
2181,-119.92,36.77,18,1422,243,702,230,119800
2182,-120.08,36.79,38,1446,285,928,255,89600
2183,-120.21,36.77,20,1745,348,1093,302,90600
2184,-120.1,36.66,19,2020,416,1341,360,69000
2185,-119.98,36.74,26,1453,251,896,260,112500
2186,-120,36.7,33,1902,370,1168,358,70800
2187,-120.04,36.74,14,3182,730,2298,721,71800
2188,-120.05,36.72,24,1961,422,1559,374,57800
2189,-120.08,36.72,22,1339,251,820,276,83200
2190,-120.06,36.72,32,981,237,736,249,60400
2191,-120.07,36.74,19,2627,502,1295,441,88200
2192,-119.95,36.8,30,1233,214,620,199,112500
2193,-119.99,36.8,45,1270,242,598,214,105400
2194,-120.02,36.8,25,1270,255,1050,245,55300
2195,-120.04,36.79,48,1341,239,671,208,82800
2196,-119.91,36.83,29,2205,366,1072,345,165400
2197,-119.88,36.81,30,2288,474,1435,425,61200
2198,-119.88,36.85,8,2580,372,1111,393,256200
2199,-119.87,36.83,4,4833,784,2088,789,122500
2200,-119.85,36.83,15,2563,335,1080,356,160300
2201,-119.85,36.83,11,2497,427,1101,405,141600
2202,-119.86,36.82,12,1488,253,675,223,89300
2203,-119.85,36.82,9,3995,778,1691,712,91300
2204,-119.85,36.82,15,1387,236,638,195,88900
2205,-119.85,36.82,16,1852,274,887,286,119300
2206,-119.88,36.83,2,4055,735,1730,654,96500
2207,-119.86,36.81,4,4530,1070,1804,837,72100
2208,-119.87,36.81,6,1891,341,969,330,107800
2209,-119.85,36.81,15,1743,310,1011,325,68000
2210,-119.85,36.8,14,1876,324,1031,311,88800
2211,-119.85,36.8,14,4177,914,2300,867,73000
2212,-119.86,36.8,18,2536,516,1196,466,67900
2213,-119.84,36.85,8,3791,487,1424,475,345900
2214,-119.85,36.84,12,2272,304,840,305,213900
2215,-119.84,36.84,12,2396,290,863,258,229200
2216,-119.84,36.83,17,2273,298,700,263,195900
2217,-119.83,36.83,14,2351,341,1128,363,141200
2218,-119.82,36.83,14,2982,412,1408,423,123000
2219,-119.84,36.83,17,3012,408,987,362,229700
2220,-119.82,36.83,16,2868,376,1016,379,144700
2221,-119.84,36.82,17,2807,376,996,353,167700
2222,-119.83,36.82,14,1087,165,365,176,155600
2223,-119.82,36.82,28,2268,336,752,330,151500
2224,-119.82,36.81,25,3305,551,1149,500,150900
2225,-119.84,36.81,18,2789,378,937,364,188300
2226,-119.78,36.86,10,2902,363,1200,363,187300
2227,-119.77,36.86,7,4139,544,1843,562,193500
2228,-119.77,36.85,8,1519,234,711,248,123600
2229,-119.77,36.84,15,1924,262,848,277,125300
2230,-119.77,36.84,15,2058,412,891,378,124400
2231,-119.78,36.84,7,4907,1075,2014,909,111900
2232,-119.78,36.85,12,782,166,292,164,79500
2233,-119.78,36.86,8,3468,675,1604,626,128300
2234,-119.79,36.85,11,2596,619,1765,539,54000
2235,-119.79,36.84,22,1529,375,1543,395,51700
2236,-119.8,36.86,7,6434,1201,2733,1045,145000
2237,-119.81,36.85,17,2340,370,1174,396,94400
2238,-119.82,36.84,7,2289,342,1077,354,158800
2239,-119.82,36.84,9,2340,544,860,520,119300
2240,-119.81,36.83,19,6789,1200,2325,1109,126000
2241,-119.81,36.83,10,5780,922,2712,883,135500
2242,-119.78,36.83,11,2754,663,1328,604,69300
2243,-119.79,36.82,25,2330,462,1215,467,93000
2244,-119.8,36.83,17,1560,261,709,258,95800
2245,-119.79,36.83,15,3356,694,1232,627,72200
2246,-119.79,36.82,23,4358,819,1852,802,105200
2247,-119.78,36.82,22,4241,1147,1929,971,53500
2248,-119.8,36.82,24,5377,1005,2010,982,121200
2249,-119.81,36.81,33,3972,594,1324,561,143300
2250,-119.8,36.8,43,1951,288,725,308,169300
2251,-119.81,36.8,38,2252,325,777,314,160100
2252,-119.83,36.8,24,3756,681,1586,739,90100
2253,-119.82,36.8,33,1670,256,528,250,99500
2254,-119.81,36.8,29,2806,552,1242,540,88800
2255,-119.83,36.8,16,6101,1200,3407,1134,80800
2256,-119.84,36.8,16,2849,506,1508,478,72700
2257,-119.84,36.8,19,3244,776,1463,710,66900
2258,-119.83,36.79,35,1872,363,1054,369,65600
2259,-119.83,36.78,35,1789,357,933,357,66200
2260,-119.84,36.78,24,3242,795,2764,773,58800
2261,-119.84,36.79,21,3235,648,1820,614,71400
2262,-119.83,36.79,24,3505,819,2098,774,67000
2263,-119.81,36.78,35,1012,245,633,240,55500
2264,-119.81,36.78,36,1650,313,660,298,79700
2265,-119.82,36.78,36,1582,313,761,318,69200
2266,-119.82,36.79,35,1474,291,709,294,65900
2267,-119.82,36.79,18,5822,1439,3415,1224,64700
2268,-119.81,36.79,35,2314,443,954,457,73800
2269,-119.79,36.79,33,3433,785,1806,783,67500
2270,-119.79,36.78,38,1912,456,1131,408,58800
2271,-119.8,36.78,43,2382,431,874,380,96500
2272,-119.81,36.79,39,2471,460,1118,431,71900
2273,-119.8,36.79,45,1337,187,471,187,153800
2274,-119.79,36.81,35,1877,328,1155,353,69600
2275,-119.78,36.8,34,2200,493,1243,431,66500
2276,-119.79,36.8,27,2462,484,852,449,124700
2277,-119.79,36.81,33,1461,261,494,254,132200
2278,-119.77,36.79,34,2679,460,1141,470,89600
2279,-119.78,36.78,31,2164,456,959,463,73400
2280,-119.79,36.79,26,1700,423,909,386,64500
2281,-119.79,36.79,19,1524,448,960,386,47500
2282,-119.78,36.79,33,2260,440,966,413,68300
2283,-119.76,36.79,26,3654,837,1976,830,72800
2284,-119.76,36.78,30,6117,1330,2768,1224,78800
2285,-119.77,36.79,27,2258,427,1076,423,81100
2286,-119.76,36.79,32,2463,468,1261,486,75100
2287,-119.74,36.79,28,2857,619,1614,592,71400
2288,-119.75,36.78,28,3257,752,1981,712,71700
2289,-119.76,36.8,29,3494,662,1781,616,70900
2290,-119.77,36.8,32,3461,665,1507,649,84600
2291,-119.78,36.8,34,3426,623,1938,647,66000
2292,-119.76,36.8,20,6257,1346,2795,1267,83700
2293,-119.77,36.8,24,3748,770,1827,719,83100
2294,-119.74,36.8,18,10862,2401,5466,2209,74300
2295,-119.75,36.8,25,2718,504,1257,465,90600
2296,-119.75,36.8,30,3308,662,1894,648,74500
2297,-119.76,36.81,19,4643,1429,4638,1335,69400
2298,-119.77,36.81,25,1565,271,661,275,84700
2299,-119.76,36.82,17,6932,1486,3056,1453,99300
2300,-119.77,36.81,28,1713,302,663,282,85500
2301,-119.78,36.82,25,5016,,2133,928,89500
2302,-119.78,36.83,18,4164,741,1817,681,95200
2303,-119.76,36.83,22,2803,438,1234,457,99600
2304,-119.76,36.83,20,3214,446,1360,463,110900
2305,-119.77,36.83,19,3237,507,1378,510,101100
2306,-119.77,36.83,16,2360,355,1034,359,108500
2307,-119.76,36.83,17,3690,628,1888,601,84200
2308,-119.75,36.83,15,2793,436,1411,441,109400
2309,-119.74,36.83,14,4675,829,2235,787,108200
2310,-119.77,36.91,3,7520,1143,2878,1077,174200
2311,-119.75,36.87,3,13802,2244,5226,1972,143700
2312,-119.74,36.85,3,10425,2121,4432,1778,140800
2313,-119.7,36.94,15,1449,277,649,265,86300
2314,-119.71,36.88,17,2236,315,992,312,165200
2315,-119.69,36.86,20,1676,263,786,240,164600
2316,-119.69,36.85,20,2655,432,1081,379,143100
2317,-119.67,36.89,15,2373,364,1280,386,167500
2318,-119.7,36.83,23,3532,756,1885,758,71400
2319,-119.7,36.82,25,2379,540,1482,484,68200
2320,-119.7,36.81,32,2623,528,1570,492,68000
2321,-119.71,36.83,5,1087,338,623,362,113400
2322,-119.71,36.83,15,2727,500,1228,436,109000
2323,-119.73,36.83,8,3602,,1959,580,138800
2324,-119.73,36.83,14,3348,491,1584,493,111400
2325,-119.71,36.82,12,2144,568,1320,566,112500
2326,-119.71,36.81,19,2282,550,1034,500,69700
2327,-119.71,36.81,19,1648,368,557,354,72800
2328,-119.72,36.81,28,1651,305,780,309,72200
2329,-119.73,36.81,19,1699,356,994,368,79700
2330,-119.72,36.82,16,2627,613,1054,623,112500
2331,-119.72,36.82,15,946,239,550,246,52500
2332,-119.69,36.83,7,2075,353,1040,362,100200
2333,-119.69,36.83,8,943,189,475,155,89500
2334,-119.69,36.83,32,1098,,726,224,54600
2335,-119.69,36.83,28,1868,350,898,329,78900
2336,-119.67,36.83,3,2029,336,1003,340,111300
2337,-119.67,36.83,4,2145,334,1024,308,113700
2338,-119.68,36.83,11,2455,344,1110,339,120000
2339,-119.67,36.82,2,2579,376,1133,342,123300
2340,-119.67,36.81,4,1262,216,622,199,114400
2341,-119.68,36.81,13,2589,413,1356,435,106200
2342,-119.69,36.82,17,1897,433,1207,384,55900
2343,-119.69,36.82,15,3303,512,1687,505,93600
2344,-119.68,36.81,16,2668,454,1536,457,88900
2345,-119.69,36.81,13,1524,366,994,370,93800
2346,-119.69,36.81,15,2892,496,1634,501,88000
2347,-119.68,36.8,7,2855,518,1748,498,88400
2348,-119.69,36.8,31,2576,458,1306,418,68700
2349,-119.67,36.8,9,3712,508,1632,474,163100
2350,-119.69,36.79,13,1736,313,993,314,83600
2351,-119.68,36.79,16,1551,,1010,292,71300
2352,-119.69,36.79,15,2524,451,1207,424,76300
2353,-119.69,36.77,22,2456,496,1720,417,60600
2354,-119.69,36.79,5,2613,476,1490,481,83000
2355,-119.68,36.77,21,1260,182,583,205,150800
2356,-119.64,36.85,15,2397,353,1258,347,157300
2357,-119.64,36.82,14,4872,656,2085,617,173800
2358,-119.63,36.79,19,1317,189,517,187,148700
2359,-119.63,36.76,22,4126,614,1795,613,154700
2360,-119.63,36.7,42,1338,215,617,222,133300
2361,-119.53,36.78,20,2822,479,1372,455,136900
2362,-119.58,36.83,13,6135,863,2473,774,156700
2363,-119.58,36.77,19,3225,548,1760,542,126500
2364,-119.59,36.72,18,1284,193,621,190,130600
2365,-119.5,36.74,20,1089,208,531,212,106900
2366,-119.57,36.72,11,2510,460,1248,445,99500
2367,-119.56,36.71,29,1963,392,1208,398,73000
2368,-119.56,36.71,37,1609,374,1173,344,59900
2369,-119.57,36.71,10,1657,359,958,380,84800
2370,-119.57,36.7,34,1759,354,899,337,72900
2371,-119.56,36.7,40,1195,326,1135,315,58900
2372,-119.55,36.7,31,1671,372,1371,347,63900
2373,-119.57,36.7,30,2370,412,1248,410,72300
2374,-119.57,36.7,7,1761,309,974,308,83900
2375,-119.58,36.69,42,1032,215,812,225,58100
2376,-119.55,36.69,21,1551,423,1519,406,55900
2377,-119.54,36.7,20,1815,375,1665,357,58900
2378,-119.55,36.71,32,1963,508,2052,518,55800
2379,-119.55,36.72,6,1186,234,1135,218,63900
2380,-119.52,36.71,21,1834,321,1120,314,69300
2381,-119.47,36.69,19,3351,589,1578,542,160100
2382,-119.41,36.68,18,1802,332,945,292,115300
2383,-119.43,36.63,25,1784,312,904,303,107600
2384,-119.39,36.64,38,949,190,578,187,80000
2385,-119.4,36.59,37,1486,296,977,290,93800
2386,-119.49,37.1,24,2532,555,1564,507,92400
2387,-119.61,36.94,14,863,151,315,135,151800
2388,-119.57,37.02,16,4199,794,2140,722,111800
2389,-119.48,37,16,2904,551,1467,509,111800
2390,-119.46,36.91,12,2980,495,1184,429,123900
2391,-119.33,36.89,15,1879,411,755,294,83300
2392,-119.21,37.25,44,3042,697,335,115,85600
2393,-118.94,37.13,12,2255,472,1006,334,94000
2394,-119.4,37.09,22,2211,477,773,288,102700
2395,-119.34,37.12,23,1881,380,64,37,125000
2396,-119.28,37.11,34,1901,394,171,73,144600
2397,-119.32,37.06,15,3111,651,276,107,179200
2398,-118.91,36.79,19,1616,324,187,80,78600
2399,-119.24,36.8,17,2052,405,975,340,94400
2400,-119.25,36.71,13,2813,579,1385,512,100000
2401,-119.12,36.69,13,3963,812,1905,671,90500
2402,-119.34,36.62,26,1922,339,1148,332,92200
2403,-119.31,36.63,26,1874,416,1834,432,55200
2404,-119.31,36.62,33,1485,374,1544,329,52000
2405,-119.32,36.62,15,1070,256,1070,243,51500
2406,-119.31,36.62,25,831,230,947,244,51700
2407,-119.43,36.61,19,1484,296,1296,298,65800
2408,-119.44,36.6,5,2353,608,2505,573,69200
2409,-119.44,36.6,34,864,184,579,171,72500
2410,-119.45,36.6,42,510,88,247,99,73000
2411,-119.46,36.61,13,1348,258,719,246,108300
2412,-119.45,36.61,24,1302,,693,243,90500
2413,-119.44,36.61,17,1531,280,775,246,91600
2414,-119.43,36.59,15,1371,306,1266,309,63300
2415,-119.44,36.59,32,1153,236,761,241,67600
2416,-119.45,36.6,36,2294,489,1430,454,60900
2417,-119.44,36.59,28,1343,330,1331,305,56700
2418,-119.46,36.6,18,1404,226,754,229,118100
2419,-119.45,36.59,41,1749,342,1171,314,66100
2420,-119.44,36.58,37,1054,,879,257,63500
2421,-119.45,36.58,18,1425,280,753,266,87300
2422,-119.45,36.59,28,1274,215,572,202,84200
2423,-119.55,36.6,18,2379,448,1638,436,57100
2424,-119.54,36.61,20,1490,318,1474,326,54700
2425,-119.55,36.61,14,3004,793,3535,735,56900
2426,-119.5,36.62,34,1440,267,1018,265,63400
2427,-119.49,36.58,21,2106,410,867,380,95300
2428,-119.52,36.61,33,1225,275,1065,248,55100
2429,-119.53,36.61,33,587,170,730,162,55800
2430,-119.6,36.66,27,1388,296,1056,284,55200
2431,-119.59,36.64,27,823,171,798,200,113800
2432,-119.53,36.65,43,1676,320,1056,276,93200
2433,-119.63,36.6,33,1589,294,1102,307,62400
2434,-119.62,36.58,13,1788,405,1652,411,62400
2435,-119.59,36.57,19,1733,303,911,281,131700
2436,-119.6,36.58,28,1452,300,919,308,73100
2437,-119.61,36.58,29,1312,280,788,271,73000
2438,-119.62,36.59,17,2287,390,1330,393,88000
2439,-119.61,36.59,10,2842,620,1443,576,92700
2440,-119.6,36.57,42,2311,439,1347,436,69700
2441,-119.6,36.57,33,1923,403,1205,389,68300
2442,-119.61,36.57,42,2242,521,1359,483,65100
2443,-119.63,36.58,22,1794,435,1127,359,55300
2444,-119.6,36.56,36,738,168,737,186,54400
2445,-119.64,36.56,34,576,117,363,97,92500
2446,-119.61,36.56,34,1911,497,1886,481,53000
2447,-119.62,36.56,30,1722,372,1467,403,51600
2448,-119.53,36.55,34,2065,343,1041,313,111500
2449,-119.54,36.52,16,2703,415,1106,372,120900
2450,-119.55,36.51,46,1889,390,971,403,76600
2451,-119.56,36.51,37,1018,213,663,204,67000
2452,-119.56,36.51,9,3860,809,2157,770,70100
2453,-119.55,36.52,31,1986,417,1042,422,70200
2454,-119.56,36.53,19,2746,495,1670,518,95700
2455,-119.73,36.56,32,1513,272,1038,272,82700
2456,-119.67,36.57,32,1604,292,868,276,110000
2457,-119.65,36.51,30,1671,319,966,282,100000
2458,-119.59,36.52,35,990,192,674,178,101600
2459,-119.73,36.52,20,1741,331,1466,289,94200
2460,-119.77,36.44,26,1727,289,802,259,75000
2461,-119.69,36.46,29,1702,301,914,280,79200
2462,-119.69,36.43,29,1799,356,1278,387,57900
2463,-119.87,36.54,34,1370,287,818,269,72500
2464,-119.79,36.55,32,1393,276,999,245,76800
2465,-119.81,36.51,31,1241,254,767,226,83600
2466,-119.84,36.54,19,1310,241,702,217,78200
2467,-119.83,36.54,31,1732,332,979,294,60000
2468,-119.89,36.64,34,1422,237,716,222,90000
2469,-119.97,36.57,17,1497,308,1425,247,69400
2470,-119.9,36.58,20,1935,363,1319,359,74600
2471,-119.81,36.6,24,2246,462,1291,394,76400
2472,-119.86,36.45,19,2439,462,1416,469,75600
2473,-119.86,36.43,34,1175,251,683,261,58400
2474,-119.85,36.43,23,1824,354,1146,362,60900
2475,-119.97,36.44,18,1128,237,772,220,39200
2476,-120.08,36.34,18,1524,414,2030,356,112500
2477,-120.1,36.16,17,598,160,715,146,55000
2478,-120.1,36.21,12,1462,356,1708,367,64700
2479,-120.09,36.19,12,1923,559,2809,535,55100
2480,-120.27,36.29,11,1337,412,1376,318,87500
2481,-120.43,36.18,29,579,116,218,99,104200
2482,-120.37,36.16,36,613,124,310,124,65000
2483,-120.36,36.14,18,1206,274,622,217,62000
2484,-120.38,36.15,17,2279,448,1200,420,70000
2485,-120.37,36.13,10,2522,533,1335,493,86400
2486,-120.37,36.15,34,2084,339,868,347,86300
2487,-120.35,36.16,18,1519,296,846,272,85300
2488,-120.35,36.14,9,2671,647,1484,541,60400
2489,-120.36,36.13,29,1938,434,1306,415,55500
2490,-120.31,36.65,24,943,209,514,156,76600
2491,-120.25,36.65,31,1177,221,744,223,66000
2492,-120.18,36.59,25,948,198,613,171,90600
2493,-120.19,36.61,29,1479,338,1408,322,57200
2494,-120.19,36.6,25,875,214,931,214,58300
2495,-120.22,36.49,14,1508,347,1679,345,56000
2496,-120.41,36.77,24,1335,312,1180,267,68900
2497,-120.67,36.72,18,819,198,996,198,112500
