House_ID,house_value
19330,19335
19331,19336
19332,19337
19333,19338
19334,19339
19335,19340
19336,19341
19337,19342
19338,19343
19339,19344
19340,19345
19341,19346
19342,19347
19343,19348
19344,19349
19345,19350
19346,19351
19347,19352
19348,19353
19349,19354
19350,19355
19351,19356
19352,19357
19353,19358
19354,19359
19355,19360
19356,19361
19357,19362
19358,19363
19359,19364
19360,19365
19361,19366
19362,19367
19363,19368
19364,19369
19365,19370
19366,19371
19367,19372
19368,19373
19369,19374
19370,19375
19371,19376
19372,19377
19373,19378
19374,19379
19375,19380
19376,19381
19377,19382
19378,19383
19379,19384
19380,19385
19381,19386
19382,19387
19383,19388
19384,19389
19385,19390
19386,19391
19387,19392
19388,19393
19389,19394
19390,19395
19391,19396
19392,19397
19393,19398
19394,19399
19395,19400
19396,19401
19397,19402
19398,19403
19399,19404
19400,19405
19401,19406
19402,19407
19403,19408
19404,19409
19405,19410
19406,19411
19407,19412
19408,19413
19409,19414
19410,19415
19411,19416
19412,19417
19413,19418
19414,19419
19415,19420
19416,19421
19417,19422
19418,19423
19419,19424
19420,19425
19421,19426
19422,19427
19423,19428
19424,19429
19425,19430
19426,19431
19427,19432
19428,19433
19429,19434
19430,19435
19431,19436
19432,19437
19433,19438
19434,19439
19435,19440
19436,19441
19437,19442
19438,19443
19439,19444
19440,19445
19441,19446
19442,19447
19443,19448
19444,19449
19445,19450
19446,19451
19447,19452
19448,19453
19449,19454
19450,19455
19451,19456
19452,19457
19453,19458
19454,19459
19455,19460
19456,19461
19457,19462
19458,19463
19459,19464
19460,19465
19461,19466
19462,19467
19463,19468
19464,19469
19465,19470
19466,19471
19467,19472
19468,19473
19469,19474
19470,19475
19471,19476
19472,19477
19473,19478
19474,19479
19475,19480
19476,19481
19477,19482
19478,19483
19479,19484
19480,19485
19481,19486
19482,19487
19483,19488
19484,19489
19485,19490
19486,19491
19487,19492
19488,19493
19489,19494
19490,19495
19491,19496
19492,19497
19493,19498
19494,19499
19495,19500
19496,19501
19497,19502
19498,19503
19499,19504
19500,19505
19501,19506
19502,19507
19503,19508
19504,19509
19505,19510
19506,19511
19507,19512
19508,19513
19509,19514
19510,19515
19511,19516
19512,19517
19513,19518
19514,19519
19515,19520
19516,19521
19517,19522
19518,19523
19519,19524
19520,19525
19521,19526
19522,19527
19523,19528
19524,19529
19525,19530
19526,19531
19527,19532
19528,19533
19529,19534
19530,19535
19531,19536
19532,19537
19533,19538
19534,19539
19535,19540
19536,19541
19537,19542
19538,19543
19539,19544
19540,19545
19541,19546
19542,19547
19543,19548
19544,19549
19545,19550
19546,19551
19547,19552
19548,19553
19549,19554
19550,19555
19551,19556
19552,19557
19553,19558
19554,19559
19555,19560
19556,19561
19557,19562
19558,19563
19559,19564
19560,19565
19561,19566
19562,19567
19563,19568
19564,19569
19565,19570
19566,19571
19567,19572
19568,19573
19569,19574
19570,19575
19571,19576
19572,19577
19573,19578
19574,19579
19575,19580
19576,19581
19577,19582
19578,19583
19579,19584
19580,19585
19581,19586
19582,19587
19583,19588
19584,19589
19585,19590
19586,19591
19587,19592
19588,19593
19589,19594
19590,19595
19591,19596
19592,19597
19593,19598
19594,19599
19595,19600
19596,19601
19597,19602
19598,19603
19599,19604
19600,19605
19601,19606
19602,19607
19603,19608
19604,19609
19605,19610
19606,19611
19607,19612
19608,19613
19609,19614
19610,19615
19611,19616
19612,19617
19613,19618
19614,19619
19615,19620
19616,19621
19617,19622
19618,19623
19619,19624
19620,19625
19621,19626
19622,19627
19623,19628
19624,19629
19625,19630
19626,19631
19627,19632
19628,19633
19629,19634
19630,19635
19631,19636
19632,19637
19633,19638
19634,19639
19635,19640
19636,19641
19637,19642
19638,19643
19639,19644
19640,19645
19641,19646
19642,19647
19643,19648
19644,19649
19645,19650
19646,19651
19647,19652
19648,19653
19649,19654
19650,19655
19651,19656
19652,19657
19653,19658
19654,19659
19655,19660
19656,19661
19657,19662
19658,19663
19659,19664
19660,19665
19661,19666
19662,19667
19663,19668
19664,19669
19665,19670
19666,19671
19667,19672
19668,19673
19669,19674
19670,19675
19671,19676
19672,19677
19673,19678
19674,19679
19675,19680
19676,19681
19677,19682
19678,19683
19679,19684
19680,19685
19681,19686
19682,19687
19683,19688
19684,19689
19685,19690
19686,19691
19687,19692
19688,19693
19689,19694
19690,19695
19691,19696
19692,19697
19693,19698
19694,19699
19695,19700
19696,19701
19697,19702
19698,19703
19699,19704
19700,19705
19701,19706
19702,19707
19703,19708
19704,19709
19705,19710
19706,19711
19707,19712
19708,19713
19709,19714
19710,19715
19711,19716
19712,19717
19713,19718
19714,19719
19715,19720
19716,19721
19717,19722
19718,19723
19719,19724
19720,19725
19721,19726
19722,19727
19723,19728
19724,19729
19725,19730
19726,19731
19727,19732
19728,19733
19729,19734
19730,19735
19731,19736
19732,19737
19733,19738
19734,19739
19735,19740
19736,19741
19737,19742
19738,19743
19739,19744
19740,19745
19741,19746
19742,19747
19743,19748
19744,19749
19745,19750
19746,19751
19747,19752
19748,19753
19749,19754
19750,19755
19751,19756
19752,19757
19753,19758
19754,19759
19755,19760
19756,19761
19757,19762
19758,19763
19759,19764
19760,19765
19761,19766
19762,19767
19763,19768
19764,19769
19765,19770
19766,19771
19767,19772
19768,19773
19769,19774
19770,19775
19771,19776
19772,19777
19773,19778
19774,19779
19775,19780
19776,19781
19777,19782
19778,19783
19779,19784
19780,19785
19781,19786
19782,19787
19783,19788
19784,19789
19785,19790
19786,19791
19787,19792
19788,19793
19789,19794
19790,19795
19791,19796
19792,19797
19793,19798
19794,19799
19795,19800
19796,19801
19797,19802
19798,19803
19799,19804
19800,19805
19801,19806
19802,19807
19803,19808
19804,19809
19805,19810
19806,19811
19807,19812
19808,19813
19809,19814
19810,19815
19811,19816
19812,19817
19813,19818
19814,19819
19815,19820
19816,19821
19817,19822
19818,19823
19819,19824
19820,19825
19821,19826
19822,19827
19823,19828
19824,19829
19825,19830
19826,19831
19827,19832
19828,19833
19829,19834
19830,19835
19831,19836
19832,19837
19833,19838
19834,19839
19835,19840
19836,19841
19837,19842
19838,19843
19839,19844
19840,19845
19841,19846
19842,19847
19843,19848
19844,19849
19845,19850
19846,19851
19847,19852
19848,19853
19849,19854
19850,19855
19851,19856
19852,19857
19853,19858
19854,19859
19855,19860
19856,19861
19857,19862
19858,19863
19859,19864
19860,19865
19861,19866
19862,19867
19863,19868
19864,19869
19865,19870
19866,19871
19867,19872
19868,19873
19869,19874
19870,19875
19871,19876
19872,19877
19873,19878
19874,19879
19875,19880
19876,19881
19877,19882
19878,19883
19879,19884
19880,19885
19881,19886
19882,19887
19883,19888
19884,19889
19885,19890
19886,19891
19887,19892
19888,19893
19889,19894
19890,19895
19891,19896
19892,19897
19893,19898
19894,19899
19895,19900
19896,19901
19897,19902
19898,19903
19899,19904
19900,19905
19901,19906
19902,19907
19903,19908
19904,19909
19905,19910
19906,19911
19907,19912
19908,19913
19909,19914
19910,19915
19911,19916
19912,19917
19913,19918
19914,19919
19915,19920
19916,19921
19917,19922
19918,19923
19919,19924
19920,19925
19921,19926
19922,19927
19923,19928
19924,19929
19925,19930
19926,19931
19927,19932
19928,19933
19929,19934
19930,19935
19931,19936
19932,19937
19933,19938
19934,19939
19935,19940
19936,19941
19937,19942
19938,19943
19939,19944
19940,19945
19941,19946
19942,19947
19943,19948
19944,19949
19945,19950
19946,19951
19947,19952
19948,19953
19949,19954
19950,19955
19951,19956
19952,19957
19953,19958
19954,19959
19955,19960
19956,19961
19957,19962
19958,19963
19959,19964
19960,19965
19961,19966
19962,19967
19963,19968
19964,19969
19965,19970
19966,19971
19967,19972
19968,19973
19969,19974
19970,19975
19971,19976
19972,19977
19973,19978
19974,19979
19975,19980
19976,19981
19977,19982
19978,19983
19979,19984
19980,19985
19981,19986
19982,19987
19983,19988
19984,19989
19985,19990
19986,19991
19987,19992
19988,19993
19989,19994
19990,19995
19991,19996
19992,19997
19993,19998
19994,19999
19995,20000
19996,20001
19997,20002
19998,20003
19999,20004
20000,20005
20001,20006
20002,20007
20003,20008
20004,20009
20005,20010
20006,20011
20007,20012
20008,20013
20009,20014
20010,20015
20011,20016
20012,20017
20013,20018
20014,20019
20015,20020
20016,20021
20017,20022
20018,20023
20019,20024
20020,20025
20021,20026
20022,20027
20023,20028
20024,20029
20025,20030
20026,20031
20027,20032
20028,20033
20029,20034
20030,20035
20031,20036
20032,20037
20033,20038
20034,20039
20035,20040
20036,20041
20037,20042
20038,20043
20039,20044
20040,20045
20041,20046
20042,20047
20043,20048
20044,20049
20045,20050
20046,20051
20047,20052
20048,20053
20049,20054
20050,20055
20051,20056
20052,20057
20053,20058
20054,20059
20055,20060
20056,20061
20057,20062
20058,20063
20059,20064
20060,20065
20061,20066
20062,20067
20063,20068
20064,20069
20065,20070
20066,20071
20067,20072
20068,20073
20069,20074
20070,20075
20071,20076
20072,20077
20073,20078
20074,20079
20075,20080
20076,20081
20077,20082
20078,20083
20079,20084
20080,20085
20081,20086
20082,20087
20083,20088
20084,20089
20085,20090
20086,20091
20087,20092
20088,20093
20089,20094
20090,20095
20091,20096
20092,20097
20093,20098
20094,20099
20095,20100
20096,20101
20097,20102
20098,20103
20099,20104
20100,20105
20101,20106
20102,20107
20103,20108
20104,20109
20105,20110
20106,20111
20107,20112
20108,20113
20109,20114
20110,20115
20111,20116
20112,20117
20113,20118
20114,20119
20115,20120
20116,20121
20117,20122
20118,20123
20119,20124
20120,20125
20121,20126
20122,20127
20123,20128
20124,20129
20125,20130
20126,20131
20127,20132
20128,20133
20129,20134
20130,20135
20131,20136
20132,20137
20133,20138
20134,20139
20135,20140
20136,20141
20137,20142
20138,20143
20139,20144
20140,20145
20141,20146
20142,20147
20143,20148
20144,20149
20145,20150
20146,20151
20147,20152
20148,20153
20149,20154
20150,20155
20151,20156
20152,20157
20153,20158
20154,20159
20155,20160
20156,20161
20157,20162
20158,20163
20159,20164
20160,20165
20161,20166
20162,20167
20163,20168
20164,20169
20165,20170
20166,20171
20167,20172
20168,20173
20169,20174
20170,20175
20171,20176
20172,20177
20173,20178
20174,20179
20175,20180
20176,20181
20177,20182
20178,20183
20179,20184
20180,20185
20181,20186
20182,20187
20183,20188
20184,20189
20185,20190
20186,20191
20187,20192
20188,20193
20189,20194
20190,20195
20191,20196
20192,20197
20193,20198
20194,20199
20195,20200
20196,20201
20197,20202
20198,20203
20199,20204
20200,20205
20201,20206
20202,20207
20203,20208
20204,20209
20205,20210
20206,20211
20207,20212
20208,20213
20209,20214
20210,20215
20211,20216
20212,20217
20213,20218
20214,20219
20215,20220
20216,20221
20217,20222
20218,20223
20219,20224
20220,20225
20221,20226
20222,20227
20223,20228
20224,20229
20225,20230
20226,20231
20227,20232
20228,20233
20229,20234
20230,20235
20231,20236
20232,20237
20233,20238
20234,20239
20235,20240
20236,20241
20237,20242
20238,20243
20239,20244
20240,20245
20241,20246
20242,20247
20243,20248
20244,20249
20245,20250
20246,20251
20247,20252
20248,20253
20249,20254
20250,20255
20251,20256
20252,20257
20253,20258
20254,20259
20255,20260
20256,20261
20257,20262
20258,20263
20259,20264
20260,20265
20261,20266
20262,20267
20263,20268
20264,20269
20265,20270
20266,20271
20267,20272
20268,20273
20269,20274
20270,20275
20271,20276
20272,20277
20273,20278
20274,20279
20275,20280
20276,20281
20277,20282
20278,20283
20279,20284
20280,20285
20281,20286
20282,20287
20283,20288
20284,20289
20285,20290
20286,20291
20287,20292
20288,20293
20289,20294
20290,20295
20291,20296
20292,20297
20293,20298
20294,20299
20295,20300
20296,20301
20297,20302
20298,20303
20299,20304
20300,20305
20301,20306
20302,20307
20303,20308
20304,20309
20305,20310
20306,20311
20307,20312
20308,20313
20309,20314
20310,20315
20311,20316
20312,20317
20313,20318
20314,20319
20315,20320
20316,20321
20317,20322
20318,20323
20319,20324
20320,20325
20321,20326
20322,20327
20323,20328
20324,20329
20325,20330
20326,20331
20327,20332
20328,20333
20329,20334
20330,20335
20331,20336
20332,20337
20333,20338
20334,20339
20335,20340
20336,20341
20337,20342
20338,20343
20339,20344
20340,20345
20341,20346
20342,20347
20343,20348
20344,20349
20345,20350
20346,20351
20347,20352
20348,20353
20349,20354
20350,20355
20351,20356
20352,20357
20353,20358
20354,20359
20355,20360
20356,20361
20357,20362
20358,20363
20359,20364
20360,20365
20361,20366
20362,20367
20363,20368
20364,20369
20365,20370
20366,20371
20367,20372
20368,20373
20369,20374
20370,20375
20371,20376
20372,20377
20373,20378
20374,20379
20375,20380
20376,20381
20377,20382
20378,20383
20379,20384
20380,20385
20381,20386
20382,20387
20383,20388
20384,20389
20385,20390
20386,20391
20387,20392
20388,20393
20389,20394
20390,20395
20391,20396
20392,20397
20393,20398
20394,20399
20395,20400
20396,20401
20397,20402
20398,20403
20399,20404
20400,20405
20401,20406
20402,20407
20403,20408
20404,20409
20405,20410
20406,20411
20407,20412
20408,20413
20409,20414
20410,20415
20411,20416
20412,20417
20413,20418
20414,20419
20415,20420
20416,20421
20417,20422
20418,20423
20419,20424
20420,20425
20421,20426
20422,20427
20423,20428
20424,20429
20425,20430
20426,20431
20427,20432
20428,20433
20429,20434
20430,20435
20431,20436
20432,20437
20433,20438
20434,20439
20435,20440
20436,20441
20437,20442
20438,20443
20439,20444
20440,20445
20441,20446
20442,20447
20443,20448
20444,20449
20445,20450
20446,20451
20447,20452
20448,20453
20449,20454
20450,20455
20451,20456
20452,20457
20453,20458
20454,20459
20455,20460
20456,20461
20457,20462
20458,20463
20459,20464
20460,20465
20461,20466
20462,20467
20463,20468
20464,20469
20465,20470
20466,20471
20467,20472
20468,20473
20469,20474
20470,20475
20471,20476
20472,20477
20473,20478
20474,20479
20475,20480
20476,20481
20477,20482
20478,20483
20479,20484
20480,20485
20481,20486
20482,20487
20483,20488
20484,20489
20485,20490
20486,20491
20487,20492
20488,20493
20489,20494
20490,20495
20491,20496
20492,20497
20493,20498
20494,20499
20495,20500
20496,20501
20497,20502
20498,20503
20499,20504
20500,20505
20501,20506
20502,20507
20503,20508
20504,20509
20505,20510
20506,20511
20507,20512
20508,20513
20509,20514
20510,20515
20511,20516
20512,20517
20513,20518
20514,20519
20515,20520
20516,20521
20517,20522
20518,20523
20519,20524
20520,20525
20521,20526
20522,20527
20523,20528
20524,20529
20525,20530
20526,20531
20527,20532
20528,20533
20529,20534
20530,20535
20531,20536
20532,20537
20533,20538
20534,20539
20535,20540
20536,20541
20537,20542
20538,20543
20539,20544
20540,20545
20541,20546
20542,20547
20543,20548
20544,20549
20545,20550
20546,20551
20547,20552
20548,20553
20549,20554
20550,20555
20551,20556
20552,20557
20553,20558
20554,20559
20555,20560
20556,20561
20557,20562
20558,20563
20559,20564
20560,20565
20561,20566
20562,20567
20563,20568
20564,20569
20565,20570
20566,20571
20567,20572
20568,20573
20569,20574
20570,20575
20571,20576
20572,20577
20573,20578
20574,20579
20575,20580
20576,20581
20577,20582
20578,20583
20579,20584
20580,20585
20581,20586
20582,20587
20583,20588
20584,20589
20585,20590
20586,20591
20587,20592
20588,20593
20589,20594
20590,20595
20591,20596
20592,20597
20593,20598
20594,20599
20595,20600
20596,20601
20597,20602
20598,20603
20599,20604
20600,20605
20601,20606
20602,20607
20603,20608
20604,20609
20605,20610
20606,20611
20607,20612
20608,20613
20609,20614
20610,20615
20611,20616
20612,20617
20613,20618
20614,20619
20615,20620
20616,20621
20617,20622
20618,20623
20619,20624
20620,20625
20621,20626
20622,20627
20623,20628
20624,20629
20625,20630
20626,20631
20627,20632
20628,20633
20629,20634
20630,20635
20631,20636
20632,20637
20633,20638
20634,20639
20635,20640
20636,20641
20637,20642
20638,20643
20639,20644
