DateKey,FullDateAlternateKey
20070402,2007-04-02 00:00:00
20070403,2007-04-03 00:00:00
20070404,2007-04-04 00:00:00
20070405,2007-04-05 00:00:00
20070406,2007-04-06 00:00:00
20070407,2007-04-07 00:00:00
20070408,2007-04-08 00:00:00
20070409,2007-04-09 00:00:00
20070410,2007-04-10 00:00:00
20070411,2007-04-11 00:00:00
20070412,2007-04-12 00:00:00
20070413,2007-04-13 00:00:00
20070414,2007-04-14 00:00:00
20070415,2007-04-15 00:00:00
20070416,2007-04-16 00:00:00
20070417,2007-04-17 00:00:00
20070418,2007-04-18 00:00:00
20070419,2007-04-19 00:00:00
20070420,2007-04-20 00:00:00
20070421,2007-04-21 00:00:00
20070422,2007-04-22 00:00:00
20070423,2007-04-23 00:00:00
20070424,2007-04-24 00:00:00
20070425,2007-04-25 00:00:00
20070426,2007-04-26 00:00:00
20070427,2007-04-27 00:00:00
20070428,2007-04-28 00:00:00
20070429,2007-04-29 00:00:00
20070430,2007-04-30 00:00:00
20070501,2007-05-01 00:00:00
20070502,2007-05-02 00:00:00
20070503,2007-05-03 00:00:00
20070504,2007-05-04 00:00:00
20070505,2007-05-05 00:00:00
20070506,2007-05-06 00:00:00
20070507,2007-05-07 00:00:00
20070508,2007-05-08 00:00:00
20070509,2007-05-09 00:00:00
20070510,2007-05-10 00:00:00
20070511,2007-05-11 00:00:00
20070512,2007-05-12 00:00:00
20070513,2007-05-13 00:00:00
20070514,2007-05-14 00:00:00
20070515,2007-05-15 00:00:00
20070516,2007-05-16 00:00:00
20070517,2007-05-17 00:00:00
20070518,2007-05-18 00:00:00
20070519,2007-05-19 00:00:00
20070520,2007-05-20 00:00:00
20070521,2007-05-21 00:00:00
20070522,2007-05-22 00:00:00
20070523,2007-05-23 00:00:00
20070524,2007-05-24 00:00:00
20070525,2007-05-25 00:00:00
20070526,2007-05-26 00:00:00
20070527,2007-05-27 00:00:00
20070528,2007-05-28 00:00:00
20070529,2007-05-29 00:00:00
20070530,2007-05-30 00:00:00
20070531,2007-05-31 00:00:00
20070601,2007-06-01 00:00:00
20070602,2007-06-02 00:00:00
20070603,2007-06-03 00:00:00
20070604,2007-06-04 00:00:00
20070605,2007-06-05 00:00:00
20070606,2007-06-06 00:00:00
20070607,2007-06-07 00:00:00
20070608,2007-06-08 00:00:00
20070609,2007-06-09 00:00:00
20070610,2007-06-10 00:00:00
20070611,2007-06-11 00:00:00
20070612,2007-06-12 00:00:00
20070613,2007-06-13 00:00:00
20070614,2007-06-14 00:00:00
20070615,2007-06-15 00:00:00
20070616,2007-06-16 00:00:00
20070617,2007-06-17 00:00:00
20070618,2007-06-18 00:00:00
20070619,2007-06-19 00:00:00
20070620,2007-06-20 00:00:00
20070621,2007-06-21 00:00:00
20070622,2007-06-22 00:00:00
20070623,2007-06-23 00:00:00
20070624,2007-06-24 00:00:00
20070625,2007-06-25 00:00:00
20070626,2007-06-26 00:00:00
20070627,2007-06-27 00:00:00
20070628,2007-06-28 00:00:00
20070629,2007-06-29 00:00:00
20070630,2007-06-30 00:00:00
20070701,2007-07-01 00:00:00
20070702,2007-07-02 00:00:00
20070703,2007-07-03 00:00:00
20070704,2007-07-04 00:00:00
20070705,2007-07-05 00:00:00
20070706,2007-07-06 00:00:00
20070707,2007-07-07 00:00:00
20070708,2007-07-08 00:00:00
20070709,2007-07-09 00:00:00
20070710,2007-07-10 00:00:00
20070711,2007-07-11 00:00:00
20070712,2007-07-12 00:00:00
20070713,2007-07-13 00:00:00
20070714,2007-07-14 00:00:00
20070715,2007-07-15 00:00:00
20070716,2007-07-16 00:00:00
20070717,2007-07-17 00:00:00
20070718,2007-07-18 00:00:00
20070719,2007-07-19 00:00:00
20070720,2007-07-20 00:00:00
20070721,2007-07-21 00:00:00
20070722,2007-07-22 00:00:00
20070723,2007-07-23 00:00:00
20070724,2007-07-24 00:00:00
20070725,2007-07-25 00:00:00
20070726,2007-07-26 00:00:00
20070727,2007-07-27 00:00:00
20070728,2007-07-28 00:00:00
20070729,2007-07-29 00:00:00
20070730,2007-07-30 00:00:00
20070731,2007-07-31 00:00:00
20070801,2007-08-01 00:00:00
20070802,2007-08-02 00:00:00
20070803,2007-08-03 00:00:00
20070804,2007-08-04 00:00:00
20070805,2007-08-05 00:00:00
20070806,2007-08-06 00:00:00
20070807,2007-08-07 00:00:00
20070808,2007-08-08 00:00:00
20070809,2007-08-09 00:00:00
20070810,2007-08-10 00:00:00
20070811,2007-08-11 00:00:00
20070812,2007-08-12 00:00:00
20070813,2007-08-13 00:00:00
20070814,2007-08-14 00:00:00
20070815,2007-08-15 00:00:00
20070816,2007-08-16 00:00:00
20070817,2007-08-17 00:00:00
20070818,2007-08-18 00:00:00
20070819,2007-08-19 00:00:00
20070820,2007-08-20 00:00:00
20070821,2007-08-21 00:00:00
20070822,2007-08-22 00:00:00
20070823,2007-08-23 00:00:00
20070824,2007-08-24 00:00:00
20070825,2007-08-25 00:00:00
20070826,2007-08-26 00:00:00
20070827,2007-08-27 00:00:00
20070828,2007-08-28 00:00:00
20070829,2007-08-29 00:00:00
20070830,2007-08-30 00:00:00
20070831,2007-08-31 00:00:00
20070901,2007-09-01 00:00:00
20070902,2007-09-02 00:00:00
20070903,2007-09-03 00:00:00
20070904,2007-09-04 00:00:00
20070905,2007-09-05 00:00:00
20070906,2007-09-06 00:00:00
20070907,2007-09-07 00:00:00
20070908,2007-09-08 00:00:00
20070909,2007-09-09 00:00:00
20070910,2007-09-10 00:00:00
20070911,2007-09-11 00:00:00
20070912,2007-09-12 00:00:00
20070913,2007-09-13 00:00:00
20070914,2007-09-14 00:00:00
20070915,2007-09-15 00:00:00
20070916,2007-09-16 00:00:00
20070917,2007-09-17 00:00:00
20070918,2007-09-18 00:00:00
20070919,2007-09-19 00:00:00
20070920,2007-09-20 00:00:00
20070921,2007-09-21 00:00:00
20070922,2007-09-22 00:00:00
20070923,2007-09-23 00:00:00
20070924,2007-09-24 00:00:00
20070925,2007-09-25 00:00:00
20070926,2007-09-26 00:00:00
20070927,2007-09-27 00:00:00
20070928,2007-09-28 00:00:00
20070929,2007-09-29 00:00:00
20070930,2007-09-30 00:00:00
20071001,2007-10-01 00:00:00
20071002,2007-10-02 00:00:00
20071003,2007-10-03 00:00:00
20071004,2007-10-04 00:00:00
20071005,2007-10-05 00:00:00
20071006,2007-10-06 00:00:00
20071007,2007-10-07 00:00:00
20071008,2007-10-08 00:00:00
20071009,2007-10-09 00:00:00
20071010,2007-10-10 00:00:00
20071011,2007-10-11 00:00:00
20071012,2007-10-12 00:00:00
20071013,2007-10-13 00:00:00
20071014,2007-10-14 00:00:00
20071015,2007-10-15 00:00:00
20071016,2007-10-16 00:00:00
20071017,2007-10-17 00:00:00
20071018,2007-10-18 00:00:00
20071019,2007-10-19 00:00:00
20071020,2007-10-20 00:00:00
20071021,2007-10-21 00:00:00
20071022,2007-10-22 00:00:00
20071023,2007-10-23 00:00:00
20071024,2007-10-24 00:00:00
20071025,2007-10-25 00:00:00
20071026,2007-10-26 00:00:00
20071027,2007-10-27 00:00:00
20071028,2007-10-28 00:00:00
20071029,2007-10-29 00:00:00
20071030,2007-10-30 00:00:00
20071031,2007-10-31 00:00:00
20071101,2007-11-01 00:00:00
20071102,2007-11-02 00:00:00
20071103,2007-11-03 00:00:00
20071104,2007-11-04 00:00:00
20071105,2007-11-05 00:00:00
20071106,2007-11-06 00:00:00
20071107,2007-11-07 00:00:00
20071108,2007-11-08 00:00:00
20071109,2007-11-09 00:00:00
20071110,2007-11-10 00:00:00
20071111,2007-11-11 00:00:00
20071112,2007-11-12 00:00:00
20071113,2007-11-13 00:00:00
20071114,2007-11-14 00:00:00
20071115,2007-11-15 00:00:00
20071116,2007-11-16 00:00:00
20071117,2007-11-17 00:00:00
20071118,2007-11-18 00:00:00
20071119,2007-11-19 00:00:00
20071120,2007-11-20 00:00:00
20071121,2007-11-21 00:00:00
20071122,2007-11-22 00:00:00
20071123,2007-11-23 00:00:00
20071124,2007-11-24 00:00:00
20071125,2007-11-25 00:00:00
20071126,2007-11-26 00:00:00
20071127,2007-11-27 00:00:00
20071128,2007-11-28 00:00:00
20071129,2007-11-29 00:00:00
20071130,2007-11-30 00:00:00
20071201,2007-12-01 00:00:00
20071202,2007-12-02 00:00:00
20071203,2007-12-03 00:00:00
20071204,2007-12-04 00:00:00
20071205,2007-12-05 00:00:00
20071206,2007-12-06 00:00:00
20071207,2007-12-07 00:00:00
20071208,2007-12-08 00:00:00
20071209,2007-12-09 00:00:00
20071210,2007-12-10 00:00:00
20071211,2007-12-11 00:00:00
20071212,2007-12-12 00:00:00
20071213,2007-12-13 00:00:00
20071214,2007-12-14 00:00:00
20071215,2007-12-15 00:00:00
20071216,2007-12-16 00:00:00
20071217,2007-12-17 00:00:00
20071218,2007-12-18 00:00:00
20071219,2007-12-19 00:00:00
20071220,2007-12-20 00:00:00
20071221,2007-12-21 00:00:00
20071222,2007-12-22 00:00:00
20071223,2007-12-23 00:00:00
20071224,2007-12-24 00:00:00
20071225,2007-12-25 00:00:00
20071226,2007-12-26 00:00:00
20071227,2007-12-27 00:00:00
20071228,2007-12-28 00:00:00
20071229,2007-12-29 00:00:00
20071230,2007-12-30 00:00:00
20071231,2007-12-31 00:00:00
20080101,2008-01-01 00:00:00
20080102,2008-01-02 00:00:00
20080103,2008-01-03 00:00:00
20080104,2008-01-04 00:00:00
20080105,2008-01-05 00:00:00
20080106,2008-01-06 00:00:00
20080107,2008-01-07 00:00:00
20080108,2008-01-08 00:00:00
20080109,2008-01-09 00:00:00
20080110,2008-01-10 00:00:00
20080111,2008-01-11 00:00:00
20080112,2008-01-12 00:00:00
20080113,2008-01-13 00:00:00
20080114,2008-01-14 00:00:00
20080115,2008-01-15 00:00:00
20080116,2008-01-16 00:00:00
20080117,2008-01-17 00:00:00
20080118,2008-01-18 00:00:00
20080119,2008-01-19 00:00:00
20080120,2008-01-20 00:00:00
20080121,2008-01-21 00:00:00
20080122,2008-01-22 00:00:00
20080123,2008-01-23 00:00:00
20080124,2008-01-24 00:00:00
20080125,2008-01-25 00:00:00
20080126,2008-01-26 00:00:00
20080127,2008-01-27 00:00:00
20080128,2008-01-28 00:00:00
20080129,2008-01-29 00:00:00
20080130,2008-01-30 00:00:00
20080131,2008-01-31 00:00:00
20080201,2008-02-01 00:00:00
20080202,2008-02-02 00:00:00
20080203,2008-02-03 00:00:00
20080204,2008-02-04 00:00:00
20080205,2008-02-05 00:00:00
20080206,2008-02-06 00:00:00
20080207,2008-02-07 00:00:00
20080208,2008-02-08 00:00:00
20080209,2008-02-09 00:00:00
20080210,2008-02-10 00:00:00
20080211,2008-02-11 00:00:00
20080212,2008-02-12 00:00:00
20080213,2008-02-13 00:00:00
20080214,2008-02-14 00:00:00
20080215,2008-02-15 00:00:00
20080216,2008-02-16 00:00:00
20080217,2008-02-17 00:00:00
20080218,2008-02-18 00:00:00
20080219,2008-02-19 00:00:00
20080220,2008-02-20 00:00:00
20080221,2008-02-21 00:00:00
20080222,2008-02-22 00:00:00
20080223,2008-02-23 00:00:00
20080224,2008-02-24 00:00:00
20080225,2008-02-25 00:00:00
20080226,2008-02-26 00:00:00
20080227,2008-02-27 00:00:00
20080228,2008-02-28 00:00:00
20080229,2008-02-29 00:00:00
20080301,2008-03-01 00:00:00
20080302,2008-03-02 00:00:00
20080303,2008-03-03 00:00:00
20080304,2008-03-04 00:00:00
20080305,2008-03-05 00:00:00
20080306,2008-03-06 00:00:00
20080307,2008-03-07 00:00:00
20080308,2008-03-08 00:00:00
20080309,2008-03-09 00:00:00
20080310,2008-03-10 00:00:00
20080311,2008-03-11 00:00:00
20080312,2008-03-12 00:00:00
20080313,2008-03-13 00:00:00
20080314,2008-03-14 00:00:00
20080315,2008-03-15 00:00:00
20080316,2008-03-16 00:00:00
20080317,2008-03-17 00:00:00
20080318,2008-03-18 00:00:00
20080319,2008-03-19 00:00:00
20080320,2008-03-20 00:00:00
20080321,2008-03-21 00:00:00
20080322,2008-03-22 00:00:00
20080323,2008-03-23 00:00:00
20080324,2008-03-24 00:00:00
20080325,2008-03-25 00:00:00
20080326,2008-03-26 00:00:00
20080327,2008-03-27 00:00:00
20080328,2008-03-28 00:00:00
20080329,2008-03-29 00:00:00
20080330,2008-03-30 00:00:00
20080331,2008-03-31 00:00:00
20080401,2008-04-01 00:00:00
20080402,2008-04-02 00:00:00
20080403,2008-04-03 00:00:00
20080404,2008-04-04 00:00:00
20080405,2008-04-05 00:00:00
20080406,2008-04-06 00:00:00
20080407,2008-04-07 00:00:00
20080408,2008-04-08 00:00:00
20080409,2008-04-09 00:00:00
20080410,2008-04-10 00:00:00
20080411,2008-04-11 00:00:00
20080412,2008-04-12 00:00:00
20080413,2008-04-13 00:00:00
20080414,2008-04-14 00:00:00
20080415,2008-04-15 00:00:00
20080416,2008-04-16 00:00:00
20080417,2008-04-17 00:00:00
20080418,2008-04-18 00:00:00
20080419,2008-04-19 00:00:00
20080420,2008-04-20 00:00:00
20080421,2008-04-21 00:00:00
20080422,2008-04-22 00:00:00
20080423,2008-04-23 00:00:00
20080424,2008-04-24 00:00:00
20080425,2008-04-25 00:00:00
20080426,2008-04-26 00:00:00
20080427,2008-04-27 00:00:00
20080428,2008-04-28 00:00:00
20080429,2008-04-29 00:00:00
20080430,2008-04-30 00:00:00
20080501,2008-05-01 00:00:00
20080502,2008-05-02 00:00:00
20080503,2008-05-03 00:00:00
20080504,2008-05-04 00:00:00
20080505,2008-05-05 00:00:00
20080506,2008-05-06 00:00:00
20080507,2008-05-07 00:00:00
20080508,2008-05-08 00:00:00
20080509,2008-05-09 00:00:00
20080510,2008-05-10 00:00:00
20080511,2008-05-11 00:00:00
20080512,2008-05-12 00:00:00
20080513,2008-05-13 00:00:00
20080514,2008-05-14 00:00:00
20080515,2008-05-15 00:00:00
20080516,2008-05-16 00:00:00
20080517,2008-05-17 00:00:00
20080518,2008-05-18 00:00:00
20080519,2008-05-19 00:00:00
20080520,2008-05-20 00:00:00
20080521,2008-05-21 00:00:00
20080522,2008-05-22 00:00:00
20080523,2008-05-23 00:00:00
20080524,2008-05-24 00:00:00
20080525,2008-05-25 00:00:00
20080526,2008-05-26 00:00:00
20080527,2008-05-27 00:00:00
20080528,2008-05-28 00:00:00
20080529,2008-05-29 00:00:00
20080530,2008-05-30 00:00:00
20080531,2008-05-31 00:00:00
20080601,2008-06-01 00:00:00
20080602,2008-06-02 00:00:00
20080603,2008-06-03 00:00:00
20080604,2008-06-04 00:00:00
20080605,2008-06-05 00:00:00
20080606,2008-06-06 00:00:00
20080607,2008-06-07 00:00:00
20080608,2008-06-08 00:00:00
20080609,2008-06-09 00:00:00
20080610,2008-06-10 00:00:00
20080611,2008-06-11 00:00:00
20080612,2008-06-12 00:00:00
20080613,2008-06-13 00:00:00
20080614,2008-06-14 00:00:00
20080615,2008-06-15 00:00:00
20080616,2008-06-16 00:00:00
20080617,2008-06-17 00:00:00
20080618,2008-06-18 00:00:00
20080619,2008-06-19 00:00:00
20080620,2008-06-20 00:00:00
20080621,2008-06-21 00:00:00
20080622,2008-06-22 00:00:00
20080623,2008-06-23 00:00:00
20080624,2008-06-24 00:00:00
20080625,2008-06-25 00:00:00
20080626,2008-06-26 00:00:00
20080627,2008-06-27 00:00:00
20080628,2008-06-28 00:00:00
20080629,2008-06-29 00:00:00
20080630,2008-06-30 00:00:00
20080701,2008-07-01 00:00:00
20080702,2008-07-02 00:00:00
20080703,2008-07-03 00:00:00
20080704,2008-07-04 00:00:00
20080705,2008-07-05 00:00:00
20080706,2008-07-06 00:00:00
20080707,2008-07-07 00:00:00
20080708,2008-07-08 00:00:00
20080709,2008-07-09 00:00:00
20080710,2008-07-10 00:00:00
20080711,2008-07-11 00:00:00
20080712,2008-07-12 00:00:00
20080713,2008-07-13 00:00:00
20080714,2008-07-14 00:00:00
20080715,2008-07-15 00:00:00
20080716,2008-07-16 00:00:00
20080717,2008-07-17 00:00:00
20080718,2008-07-18 00:00:00
20080719,2008-07-19 00:00:00
20080720,2008-07-20 00:00:00
20080721,2008-07-21 00:00:00
20080722,2008-07-22 00:00:00
20080723,2008-07-23 00:00:00
20080724,2008-07-24 00:00:00
20080725,2008-07-25 00:00:00
20080726,2008-07-26 00:00:00
20080727,2008-07-27 00:00:00
20080728,2008-07-28 00:00:00
20080729,2008-07-29 00:00:00
20080730,2008-07-30 00:00:00
20080731,2008-07-31 00:00:00
20080801,2008-08-01 00:00:00
20080802,2008-08-02 00:00:00
20080803,2008-08-03 00:00:00
20080804,2008-08-04 00:00:00
20080805,2008-08-05 00:00:00
20080806,2008-08-06 00:00:00
20080807,2008-08-07 00:00:00
20080808,2008-08-08 00:00:00
20080809,2008-08-09 00:00:00
20080810,2008-08-10 00:00:00
20080811,2008-08-11 00:00:00
20080812,2008-08-12 00:00:00
20080813,2008-08-13 00:00:00
20080814,2008-08-14 00:00:00
20080815,2008-08-15 00:00:00
20080816,2008-08-16 00:00:00
20080817,2008-08-17 00:00:00
20080818,2008-08-18 00:00:00
20080819,2008-08-19 00:00:00
20080820,2008-08-20 00:00:00
20080821,2008-08-21 00:00:00
20080822,2008-08-22 00:00:00
20080823,2008-08-23 00:00:00
20080824,2008-08-24 00:00:00
20080825,2008-08-25 00:00:00
20080826,2008-08-26 00:00:00
20080827,2008-08-27 00:00:00
20080828,2008-08-28 00:00:00
20080829,2008-08-29 00:00:00
20080830,2008-08-30 00:00:00
20080831,2008-08-31 00:00:00
20080901,2008-09-01 00:00:00
20080902,2008-09-02 00:00:00
20080903,2008-09-03 00:00:00
20080904,2008-09-04 00:00:00
20080905,2008-09-05 00:00:00
20080906,2008-09-06 00:00:00
20080907,2008-09-07 00:00:00
20080908,2008-09-08 00:00:00
20080909,2008-09-09 00:00:00
20080910,2008-09-10 00:00:00
20080911,2008-09-11 00:00:00
20080912,2008-09-12 00:00:00
20080913,2008-09-13 00:00:00
20080914,2008-09-14 00:00:00
20080915,2008-09-15 00:00:00
20080916,2008-09-16 00:00:00
20080917,2008-09-17 00:00:00
20080918,2008-09-18 00:00:00
20080919,2008-09-19 00:00:00
20080920,2008-09-20 00:00:00
20080921,2008-09-21 00:00:00
20080922,2008-09-22 00:00:00
20080923,2008-09-23 00:00:00
20080924,2008-09-24 00:00:00
20080925,2008-09-25 00:00:00
20080926,2008-09-26 00:00:00
20080927,2008-09-27 00:00:00
20080928,2008-09-28 00:00:00
20080929,2008-09-29 00:00:00
20080930,2008-09-30 00:00:00
20081001,2008-10-01 00:00:00
20081002,2008-10-02 00:00:00
20081003,2008-10-03 00:00:00
20081004,2008-10-04 00:00:00
20081005,2008-10-05 00:00:00
20081006,2008-10-06 00:00:00
20081007,2008-10-07 00:00:00
20081008,2008-10-08 00:00:00
20081009,2008-10-09 00:00:00
20081010,2008-10-10 00:00:00
20081011,2008-10-11 00:00:00
20081012,2008-10-12 00:00:00
20081013,2008-10-13 00:00:00
20081014,2008-10-14 00:00:00
20081015,2008-10-15 00:00:00
20081016,2008-10-16 00:00:00
20081017,2008-10-17 00:00:00
20081018,2008-10-18 00:00:00
20081019,2008-10-19 00:00:00
20081020,2008-10-20 00:00:00
20081021,2008-10-21 00:00:00
20081022,2008-10-22 00:00:00
20081023,2008-10-23 00:00:00
20081024,2008-10-24 00:00:00
20081025,2008-10-25 00:00:00
20081026,2008-10-26 00:00:00
20081027,2008-10-27 00:00:00
20081028,2008-10-28 00:00:00
20081029,2008-10-29 00:00:00
20081030,2008-10-30 00:00:00
20081031,2008-10-31 00:00:00
20081101,2008-11-01 00:00:00
20081102,2008-11-02 00:00:00
20081103,2008-11-03 00:00:00
20081104,2008-11-04 00:00:00
20081105,2008-11-05 00:00:00
20081106,2008-11-06 00:00:00
20081107,2008-11-07 00:00:00
20081108,2008-11-08 00:00:00
20081109,2008-11-09 00:00:00
20081110,2008-11-10 00:00:00
20081111,2008-11-11 00:00:00
20081112,2008-11-12 00:00:00
20081113,2008-11-13 00:00:00
20081114,2008-11-14 00:00:00
20081115,2008-11-15 00:00:00
20081116,2008-11-16 00:00:00
20081117,2008-11-17 00:00:00
20081118,2008-11-18 00:00:00
20081119,2008-11-19 00:00:00
20081120,2008-11-20 00:00:00
20081121,2008-11-21 00:00:00
20081122,2008-11-22 00:00:00
20081123,2008-11-23 00:00:00
20081124,2008-11-24 00:00:00
20081125,2008-11-25 00:00:00
20081126,2008-11-26 00:00:00
20081127,2008-11-27 00:00:00
20081128,2008-11-28 00:00:00
20081129,2008-11-29 00:00:00
20081130,2008-11-30 00:00:00
20081201,2008-12-01 00:00:00
20081202,2008-12-02 00:00:00
20081203,2008-12-03 00:00:00
20081204,2008-12-04 00:00:00
20081205,2008-12-05 00:00:00
20081206,2008-12-06 00:00:00
20081207,2008-12-07 00:00:00
20081208,2008-12-08 00:00:00
20081209,2008-12-09 00:00:00
20081210,2008-12-10 00:00:00
20081211,2008-12-11 00:00:00
20081212,2008-12-12 00:00:00
20081213,2008-12-13 00:00:00
20081214,2008-12-14 00:00:00
20081215,2008-12-15 00:00:00
20081216,2008-12-16 00:00:00
20081217,2008-12-17 00:00:00
20081218,2008-12-18 00:00:00
20081219,2008-12-19 00:00:00
20081220,2008-12-20 00:00:00
20081221,2008-12-21 00:00:00
20081222,2008-12-22 00:00:00
20081223,2008-12-23 00:00:00
20081224,2008-12-24 00:00:00
20081225,2008-12-25 00:00:00
20081226,2008-12-26 00:00:00
20081227,2008-12-27 00:00:00
20081228,2008-12-28 00:00:00
20081229,2008-12-29 00:00:00
20081230,2008-12-30 00:00:00
20081231,2008-12-31 00:00:00
20090101,2009-01-01 00:00:00
20090102,2009-01-02 00:00:00
20090103,2009-01-03 00:00:00
20090104,2009-01-04 00:00:00
20090105,2009-01-05 00:00:00
20090106,2009-01-06 00:00:00
20090107,2009-01-07 00:00:00
20090108,2009-01-08 00:00:00
20090109,2009-01-09 00:00:00
20090110,2009-01-10 00:00:00
20090111,2009-01-11 00:00:00
20090112,2009-01-12 00:00:00
20090113,2009-01-13 00:00:00
20090114,2009-01-14 00:00:00
20090115,2009-01-15 00:00:00
20090116,2009-01-16 00:00:00
20090117,2009-01-17 00:00:00
20090118,2009-01-18 00:00:00
20090119,2009-01-19 00:00:00
20090120,2009-01-20 00:00:00
20090121,2009-01-21 00:00:00
20090122,2009-01-22 00:00:00
20090123,2009-01-23 00:00:00
20090124,2009-01-24 00:00:00
20090125,2009-01-25 00:00:00
20090126,2009-01-26 00:00:00
20090127,2009-01-27 00:00:00
20090128,2009-01-28 00:00:00
20090129,2009-01-29 00:00:00
20090130,2009-01-30 00:00:00
20090131,2009-01-31 00:00:00
20090201,2009-02-01 00:00:00
20090202,2009-02-02 00:00:00
20090203,2009-02-03 00:00:00
20090204,2009-02-04 00:00:00
20090205,2009-02-05 00:00:00
20090206,2009-02-06 00:00:00
20090207,2009-02-07 00:00:00
20090208,2009-02-08 00:00:00
20090209,2009-02-09 00:00:00
20090210,2009-02-10 00:00:00
20090211,2009-02-11 00:00:00
20090212,2009-02-12 00:00:00
20090213,2009-02-13 00:00:00
20090214,2009-02-14 00:00:00
20090215,2009-02-15 00:00:00
20090216,2009-02-16 00:00:00
20090217,2009-02-17 00:00:00
20090218,2009-02-18 00:00:00
20090219,2009-02-19 00:00:00
20090220,2009-02-20 00:00:00
20090221,2009-02-21 00:00:00
20090222,2009-02-22 00:00:00
20090223,2009-02-23 00:00:00
20090224,2009-02-24 00:00:00
20090225,2009-02-25 00:00:00
20090226,2009-02-26 00:00:00
20090227,2009-02-27 00:00:00
20090228,2009-02-28 00:00:00
20090301,2009-03-01 00:00:00
20090302,2009-03-02 00:00:00
20090303,2009-03-03 00:00:00
20090304,2009-03-04 00:00:00
20090305,2009-03-05 00:00:00
20090306,2009-03-06 00:00:00
20090307,2009-03-07 00:00:00
20090308,2009-03-08 00:00:00
20090309,2009-03-09 00:00:00
20090310,2009-03-10 00:00:00
20090311,2009-03-11 00:00:00
20090312,2009-03-12 00:00:00
20090313,2009-03-13 00:00:00
20090314,2009-03-14 00:00:00
20090315,2009-03-15 00:00:00
20090316,2009-03-16 00:00:00
20090317,2009-03-17 00:00:00
20090318,2009-03-18 00:00:00
20090319,2009-03-19 00:00:00
20090320,2009-03-20 00:00:00
20090321,2009-03-21 00:00:00
20090322,2009-03-22 00:00:00
20090323,2009-03-23 00:00:00
20090324,2009-03-24 00:00:00
20090325,2009-03-25 00:00:00
20090326,2009-03-26 00:00:00
20090327,2009-03-27 00:00:00
20090328,2009-03-28 00:00:00
20090329,2009-03-29 00:00:00
20090330,2009-03-30 00:00:00
20090331,2009-03-31 00:00:00
20090401,2009-04-01 00:00:00
20090402,2009-04-02 00:00:00
20090403,2009-04-03 00:00:00
20090404,2009-04-04 00:00:00
20090405,2009-04-05 00:00:00
20090406,2009-04-06 00:00:00
20090407,2009-04-07 00:00:00
20090408,2009-04-08 00:00:00
20090409,2009-04-09 00:00:00
20090410,2009-04-10 00:00:00
20090411,2009-04-11 00:00:00
20090412,2009-04-12 00:00:00
20090413,2009-04-13 00:00:00
20090414,2009-04-14 00:00:00
20090415,2009-04-15 00:00:00
20090416,2009-04-16 00:00:00
20090417,2009-04-17 00:00:00
20090418,2009-04-18 00:00:00
20090419,2009-04-19 00:00:00
20090420,2009-04-20 00:00:00
20090421,2009-04-21 00:00:00
20090422,2009-04-22 00:00:00
20090423,2009-04-23 00:00:00
20090424,2009-04-24 00:00:00
20090425,2009-04-25 00:00:00
20090426,2009-04-26 00:00:00
20090427,2009-04-27 00:00:00
20090428,2009-04-28 00:00:00
20090429,2009-04-29 00:00:00
20090430,2009-04-30 00:00:00
20090501,2009-05-01 00:00:00
20090502,2009-05-02 00:00:00
20090503,2009-05-03 00:00:00
20090504,2009-05-04 00:00:00
20090505,2009-05-05 00:00:00
20090506,2009-05-06 00:00:00
20090507,2009-05-07 00:00:00
20090508,2009-05-08 00:00:00
20090509,2009-05-09 00:00:00
20090510,2009-05-10 00:00:00
20090511,2009-05-11 00:00:00
20090512,2009-05-12 00:00:00
20090513,2009-05-13 00:00:00
20090514,2009-05-14 00:00:00
20090515,2009-05-15 00:00:00
20090516,2009-05-16 00:00:00
20090517,2009-05-17 00:00:00
20090518,2009-05-18 00:00:00
20090519,2009-05-19 00:00:00
20090520,2009-05-20 00:00:00
20090521,2009-05-21 00:00:00
20090522,2009-05-22 00:00:00
20090523,2009-05-23 00:00:00
20090524,2009-05-24 00:00:00
20090525,2009-05-25 00:00:00
20090526,2009-05-26 00:00:00
20090527,2009-05-27 00:00:00
20090528,2009-05-28 00:00:00
20090529,2009-05-29 00:00:00
20090530,2009-05-30 00:00:00
20090531,2009-05-31 00:00:00
20090601,2009-06-01 00:00:00
20090602,2009-06-02 00:00:00
20090603,2009-06-03 00:00:00
20090604,2009-06-04 00:00:00
20090605,2009-06-05 00:00:00
20090606,2009-06-06 00:00:00
20090607,2009-06-07 00:00:00
20090608,2009-06-08 00:00:00
20090609,2009-06-09 00:00:00
20090610,2009-06-10 00:00:00
20090611,2009-06-11 00:00:00
20090612,2009-06-12 00:00:00
20090613,2009-06-13 00:00:00
20090614,2009-06-14 00:00:00
20090615,2009-06-15 00:00:00
20090616,2009-06-16 00:00:00
20090617,2009-06-17 00:00:00
20090618,2009-06-18 00:00:00
20090619,2009-06-19 00:00:00
20090620,2009-06-20 00:00:00
20090621,2009-06-21 00:00:00
20090622,2009-06-22 00:00:00
20090623,2009-06-23 00:00:00
20090624,2009-06-24 00:00:00
20090625,2009-06-25 00:00:00
20090626,2009-06-26 00:00:00
20090627,2009-06-27 00:00:00
20090628,2009-06-28 00:00:00
20090629,2009-06-29 00:00:00
20090630,2009-06-30 00:00:00
20090701,2009-07-01 00:00:00
